Name,Type,Rating,No of Reviews,Comments,Contact Number,Price,Address
Rock Burger," American, Bar, Pub",5.0,37.0,By far the best burger I have ever had! Shopping trip to buffalo met with friends and they said let's introduce you to the best burger ever! They were not kidding. A must try for everyone! Have fun picking a bigger though it's hard they...More,+1 716-436-1102,1.0,"328 Niagara St, Niagara Falls, NY 14303-1141"
O Lavrador Restaurant," Seafood, European, Portuguese",4.5,92.0,"O Lavrador is a Portugese/Spanish restaurant in Jamaica, Queens, New York.  Whenever I visit my friends and family in the New York area, we love to check out new restaurants as well as favorites.  The staff was very friendly but unobtrusive.  The atmosphere is cozy...More",+1 718-526-1526,2.5,"13840 101st Ave, Jamaica, NY 11435-4623"
Lacey's Bridge Tavern," Bar, American, Pub",4.5,64.0,"There are 5 other people in the family who share the Aquarius birth sign with me and since it was my 75th birthday, I decided to have a joint celebration.  The food was delicious & abundant and the staff was great.  We were a party...More",+1 718-273-7514,2.5,"75 Innis St, Staten Island, NY 10302-1130"
Crew," American, Gluten Free Options, Vegetarian Friendly",4.5,298.0,Had a reservation for 8:30 on NYE for 12 people. Not seated until 9pm. Crowded into a back room that fwlt like a cattle pen. Served rock hard bread and outrageously overpriced food. Will not return. Poor customer service.,845-462-8900,2.5,"2290 South Rd, Poughkeepsie, NY 12601-5586"
Scalini Fedeli," Italian, Vegetarian Friendly, Vegan Options",4.5,427.0,A quaint romantic restaurant with a excellent food. They bring you things to eat in between courses. Staff is great. Everything we ate was delicious. Great for couples and special occasions.  Will definitely be back.,+1 212-528-0400,4.0,"165 Duane St, New York City, NY 10013-3332"
Piccola Cucina Estiatorio," Italian, Seafood, Mediterranean",4.5,166.0,"Everything is good. The food, the ambiance, the service and the location. The burrata and the octopus are specially good.",+1 646-781-9183,2.5,"75 Thompson St, New York City, NY 10012-4345"
Surf," American, Bar, Pub",4.5,43.0,We visited Surf prior to attending a show at the St. George Theater.  The views are spectacular and I believe will be a great place to visit in the summer when outdoor area is open.  Staff is abundant and attentive.  The food is absolutely delicious....More,+1 718-273-2701,2.5,"37 Navy Pier Ct, Staten Island, NY 10304-5400"
Trata," American, Bar, Asian",4.0,365.0,"I've been to TRATA a few times now, most recently 3 nights ago. I love the concept, the decor, the ambiance. It's a great place for friends to meet for a drink. 

If you are a vegetarian, beware, the menu is very limited. There may...More",+1 585-270-5460,2.5,"145 Culver Rd, Rochester, NY 14620-1679"
Ithaca Coffee Company," American, Bar, Cafe",4.5,53.0,"While on our way to a tour of Ithaca College, my daughter and I stopped for coffee, tea and a quick bite to eat.  The matcha tea was delicious and the coffee, great.  Breakfast sandwich was really hearty and the service was fantastic.  We'll come...More",+1 607-257-2626 ext. 1236,1.0,"311 E Green St, Ithaca, NY 14850-5652"
Amish Market East," Deli, Vegetarian Friendly, Vegan Options",4.5,243.0,"If you want great quality food in the center this is a good place. It has a dairy and food staples selection, gray cakes, breads, fruit and even hot meals. For food to go highly recommended. Loved the Red Velvet cake and the Cheesecake Brownie!",+1 212-370-1761,2.5,"240 E 45th St, New York City, NY 10017-3302"
Lake Pavilion," Chinese, Asian, Vegetarian Friendly",4.0,63.0,"Came with our multicultural family to celebrate a Birthday with Dim Sum.  Fortunately, 3 members of our family speak Chinese so they did all the communicating.  Everyone sits at a big round table with a lazy Susan. Staff walk around with trolleys of plates filled...More",+1 718-886-6693,2.5,"6015 Main St, Flushing, NY 11355-5340"
Alex's Bar & Grille," Italian, Vegetarian Friendly, Gluten Free Options",4.5,122.0,We arrived at 5:30pm on a Saturday.  The place was empty at that time but we were made to wait while restaurant personnel decided if they were going to seat us since we didn't have a reservation!  Stuck us in a dead corner with a...More,+1 914-358-1444,2.5,"577 N Broadway, White Plains, NY 10603-3220"
Naruto Ramen," Japanese, Asian, Soups",4.5,190.0,"Good service, satisfying food. Space is cramped, but they serve good value for money. It’s amusing to watch the chefs preparing the meals too. Not the best choice if you’re coming as a big group—it’ll be hard to converse with each other as only bar...More",+1 212-289-7803,1.0,"1596 3rd Ave, New York City, NY 10128-3417"
Lazy Boy Saloon," American, Bar, Pub",4.0,83.0,"Went here after looking for local spot with good food.  The photo’s looked great and the reviews look good.

Came in for dinner and was instantly greeted by Cullen. Great guy very friendly and asked for my name and shook my hand. Was great to...More",+1 914-761-0272,2.5,"154 Mamaroneck Ave, White Plains, NY 10601-5334"
Martha's Country Bakery," Bakeries, American, Cafe",4.5,368.0,"Had the rainbow cookies, strawberry shortcake and fruit tart. Everything is delicious and the place stays packed!",+1 718-544-0088,2.5,"7028 Austin St, Forest Hills, NY 11375-4723"
Piccola Cucina Estiatorio," Italian, Seafood, Mediterranean",4.5,166.0,"Everything is good. The food, the ambiance, the service and the location. The burrata and the octopus are specially good.",+1 646-781-9183,2.5,"75 Thompson St, New York City, NY 10012-4345"
Westchester Burger," American, Bar, Vegetarian Friendly",4.0,180.0,"Came here with the family for dinner tonight... walked in, no one around. Older gentlemen arrived while taking loudly on his phone on an obvious personal call. He didn't even put the phone down to seat us, just led us to a table and walked...More",+1 914-358-9399,2.5,"106 Westchester Ave, White Plains, NY 10601-4514"
Obao," Vietnamese, Fusion, Vegetarian Friendly",4.5,349.0,Cery good Vietnamese food with affordable prices. New York in a pocket . I will be back very soo. Thank you!,+1 212-308-5588,2.5,"222 E 53rd Street, New York City, NY 10022-5205"
Song E Napule," Italian, Pizza, Mediterranean",4.5,361.0,Make sure you have a reservation since the place is tiny. We were vegetarians and really enjoyed the gnocchi and vegetarian pizza. Servers were extremely friendly and amazing vibe,+1 212-533-1242,2.5,"146 W Houston St, New York City, NY 10012-2561"
Fuji Grill," Japanese, Sushi, Asian",4.5,129.0,The service and food were wonderful and there are the cutest private booths!  Lots of ambiance. Would definitely eat here again.,+1 716-283-6888,2.5,"7310 Niagara Falls Blvd, Niagara Falls, NY 14304-1718"
Graziella's," Italian, Vegetarian Friendly, Gluten Free Options",4.0,102.0,"We were on a Road Scholar adventure and the supper tonight was included in the cost and the venue was Graziella's Italian Bistro - White Plains.
We went to their basement for their private room.
We had a five course meal ... anti-pasta ... pasta...More",+1 914-761-5721,2.5,"99 Church St, White Plains, NY 10601-1528"
Guido's Pasta Villa," Italian, Vegetarian Friendly",4.5,279.0,"Always love the food here. Staffed with  friendly service and great atmosphere. It is not a very big place, so we usually come early for dinner or lunch. This is the real Italian food, tasty and made with fresh herbs (of course, our Italian family...More",+1 585-266-2676,2.5,"1313 E Ridge Rd, Rochester, NY 14621-2004"
Tournedos Steakhouse," American, Steakhouse, Gluten Free Options",4.5,180.0,"We dined at 2:00 pm for what we call linner...not lunch, not dinner. We ordered off the lunch menu which offers dinner entrees. We started with the jumbo shrimp ( $19) for three shrimp and they were indeed “jumbo” and delicious with a healthy dose...More",+1 585-269-3888,4.0,"26 Broadway, Rochester, NY 14607-1704"
The Gavel Grill," American, Vegetarian Friendly",4.5,53.0,"Two of us (my boyfriend and me) coming from Hungary went there a couple of times. Liked it so much, we tried pancakes, eggs, the big boy, egg and bacon bagel, cheeseburger and new york dog. Every dish is amazing, coffee is perfect. 
Staff was...More",+1 718-876-9596,1.0,"9 Hyatt St, Staten Island, NY 10301-1801"
Shadows on the Hudson," American, Bar, International",4.0,891.0,"It being close to a decade since I had been here, I thought I would take them off the banned list and revisit -- I wasn't disappointed.  

Walked in with no reservations but was quickly seated.  Love the fancy mixed drinks!  Usually, I stick to...More",+1 845-486-9500,2.5,"176 Rinaldi Blvd, Poughkeepsie, NY 12601-3948"
San Carlo Osteria Piemonte," Italian, Mediterranean, Vegetarian Friendly",4.5,695.0,Was greatly pleased by this discovery in Soho. The staff is great and the food more than incredible plus a good selection of wine makes this a pleasant place to eat.,+1 212-625-1212,2.5,"90 Thompson St, New York City, NY 10012-3744"
Metro Diner," American, Diner, Vegetarian Friendly",4.0,476.0,This is our must-go-place each single time we are staying in the city. Breakfasts are awesome. Last time we were served by Dimitra who was so nice and helpful. We will definitely return next time we are in NY.,+1 212-866-0800,1.0,"2641 Broadway Frnt 1, New York City, NY 10025-5043"
The Como Restaurant and Lounge," Italian, Vegetarian Friendly, Vegan Options",4.0,282.0,Ninety plus years of fine Italian dining in Niagara Falls.  Nostalgic photos on the wall and wonderful meals on the table.  Eat family style or choose a romantic setting with some fine wine. A trip to the Falls isn’t complete without a stop at the...More,+1 716-285-9341,2.5,"2220 Pine Ave, Niagara Falls, NY 14301"
Daley's on Yates," American, Bar, Vegetarian Friendly",4.0,57.0,"This restaurant has it all. Great food, first class service and atmosphere. We were a group of 8, and everyone loved it. A few appetizers, including the eggplant, meatballs, tuna, and marinated skewers were first rate. Our dinners included a melt in your mouth pot...More",+1 518-901-0174,2.5,"10 Yates St, Schenectady, NY 12305-1911"
Michael's Restaurant," Italian, Pizza, American",4.5,360.0,"We loved how fast the dinner came out. As quickly as dinner was, we never felt rushed to leave. The food was great, the prices were good. Glad that we found it.",+1 716-282-4043,2.5,"3011 Pine Ave, Niagara Falls, NY 14301-2445"
El Cubilete," Mexican, Southwestern, Latin",4.5,150.0,"Chicken quesadilla roja with rice on the side was very good. Extremely filling, it was a little too messy for me personally but this is my first time eating actual Mexican food instead of mighty taco lol. I would definitely  go again and maybe ask...More",+1 716-297-4500,2.5,"9400 Niagara Falls Blvd, Niagara Falls, NY 14304-4907"
Sticky Lips Pit BBQ," American, Barbecue, Vegetarian Friendly",4.0,820.0,The food is great i had the brisket is to die for ill drive the hour from buffalo just for the brisket. Hubby had pulled pork delsish!!! Will definitely be back,+1 585-288-1910,2.5,"625 Culver Rd, Rochester, NY 14609-7443"
Mei Jin Ramen," Japanese, Soups, Asian",4.5,144.0,Good ramens (but soup was a bit too oily/fatty) with delicious gyozas. Atmosphere of the restaurant is ok.,+1 212-327-2800,2.5,"1574 2nd Ave, New York City, NY 10028-2617"
Tappo Restaurant," Italian, Vegetarian Friendly, Vegan Options",4.5,292.0,"If you are looking at Tappos pictures of their rooftop ""igloo ""dining experience, stop viewing and make that reservation now! We had booked an ""igloo"" party of 8 (maximum) for a family members birthday, and for once, the cold weather didn't hold back planning an...More",+1 716-259-8130,2.5,"338 Ellicott St, Buffalo, NY 14203-1619"
Bahari Estiatorio," Mediterranean, Greek, Vegetarian Friendly",4.5,224.0,"Experienced terrible service at this place. Came on a Sunday for lunch with my family and after we were taken to our table, no one ever came to service. All the waiters were gathered together watching a soccer game on a cell phone by a...More",+1 718-204-8968,2.5,"3114 Broadway, Astoria, NY 11106-2585"
Sinbad's Mediterranean Cuisine," Mediterranean, Middle Eastern, Lebanese",4.5,241.0,"It's not a fancy restaurant but it's a good place to eat Mediterranean food. 
The environment is simple, but the service is fast and attentious. They are concerned about whether everything is good. 
After placing our order, it didn't take long time. 
We ordered a...More",+1 585-473-5655,2.5,"719 Park Ave, Rochester, NY 14607-3034"
Comfort Kitchen," American, Vegetarian Friendly, Vegan Options",4.5,143.0,We love the fried chicken sandwiches!  Yummy food and nice picnic tables to dine on in the summer. Low key and enjoyable.,+1 518-587-1234,1.0,"454 Broadway, Saratoga Springs, NY 12866-2259"
